original_path,destination_path,category,bytes,sha256,status
INK_Core_Main_Program_v1.6.5_RC/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/comparisons/batch01-vs-v162.difference.png,qa/validation/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/comparisons/batch01-vs-v162.difference.png,QA,3640,91f11d1c34d8ee77f7c3fd4c9a5a09bad6d8f78b62a6386692c2c4e635692a6e,COPIED
INK_Core_Main_Program_v1.6.5_RC/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/comparisons/batch01-vs-v162.overlay.png,qa/validation/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/comparisons/batch01-vs-v162.overlay.png,QA,17655,e0acadcb79fc5bb23797c8a458c835c3eb1a0f4d66d16d18d58c32f8e33d1023,COPIED
INK_Core_Main_Program_v1.6.5_RC/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/comparisons/batch01-vs-v162.side-by-side.png,qa/validation/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/comparisons/batch01-vs-v162.side-by-side.png,QA,22927,b3c790051e511447f9300a33cf381cc0bd7949682fadb997e8403e4a70b4e845,COPIED
INK_Core_Main_Program_v1.6.5_RC/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-100/fleurify-100.headless.json,qa/validation/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-100/fleurify-100.headless.json,QA,6946,fe96432546331e24ea0a75e1982fb2a06e174710d6ab5e0e02e881422a9769ae,COPIED
INK_Core_Main_Program_v1.6.5_RC/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-100/fleurify-100.png,qa/validation/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-100/fleurify-100.png,QA,17655,e0acadcb79fc5bb23797c8a458c835c3eb1a0f4d66d16d18d58c32f8e33d1023,COPIED
INK_Core_Main_Program_v1.6.5_RC/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-100/fleurify-100.svg,qa/validation/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-100/fleurify-100.svg,QA,830,644d1de11e5ab2ab8fe70f0bdac4258f4ea86ddefea0b060431c4c2e347282d9,COPIED
INK_Core_Main_Program_v1.6.5_RC/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-100-rerun/fleurify-100-rerun.headless.json,qa/validation/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-100-rerun/fleurify-100-rerun.headless.json,QA,6958,f6fb91efffa9589902ef19450ee07096991d391caac90304660a5fb77573bc1c,COPIED
INK_Core_Main_Program_v1.6.5_RC/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-100-rerun/fleurify-100-rerun.png,qa/validation/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-100-rerun/fleurify-100-rerun.png,QA,17655,e0acadcb79fc5bb23797c8a458c835c3eb1a0f4d66d16d18d58c32f8e33d1023,COPIED
INK_Core_Main_Program_v1.6.5_RC/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-100-rerun/fleurify-100-rerun.svg,qa/validation/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-100-rerun/fleurify-100-rerun.svg,QA,830,644d1de11e5ab2ab8fe70f0bdac4258f4ea86ddefea0b060431c4c2e347282d9,COPIED
INK_Core_Main_Program_v1.6.5_RC/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-70/fleurify-70.headless.json,qa/validation/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-70/fleurify-70.headless.json,QA,6944,502930165b57c3e2d0fb164cdbe19c9d097fc9b9bcae4fb27310d341aa0ef127,COPIED
INK_Core_Main_Program_v1.6.5_RC/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-70/fleurify-70.png,qa/validation/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-70/fleurify-70.png,QA,15072,d16d19d80438932b6dd908731dce9ff2cb9bafcf0bee20005f355d02869149dc,COPIED
INK_Core_Main_Program_v1.6.5_RC/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-70/fleurify-70.svg,qa/validation/Validation/v1.6.2/flower-batch/case-01-outline-fleurify/outputs/fleurify-70/fleurify-70.svg,QA,878,3dd358a7704ef3dedd9a20f110b27b20cb93500a2a9e6cd0b93c95c973d26b34,COPIED
